"MEMBER_NO";"FFP_DATE";"FIRST_FLIGHT_DATE";"GENDER";"FFP_TIER";"WORK_CITY";"WORK_PROVINCE";"WORK_COUNTRY";"AGE";"LOAD_TIME";"FLIGHT_COUNT";"BP_SUM";"SUM_YR_1";"SUM_YR_2";"SEG_KM_SUM";"LAST_FLIGHT_DATE";"LAST_TO_END";"AVG_INTERVAL";"MAX_INTERVAL";"EXCHANGE_COUNT";"avg_discount";"Points_Sum";"Point_NotFlight"
1123;"2007-05-08";"2012-02-23";"Male";4;"Amstelveen";"Noor holland";"NL";51.0;"2014-03-31";19;158573;57507.0;28210.0;136374;"2013-11-18";135;33.05556;112;1;0.98891;160482;2
1125;"2007-05-01";"2011-06-23";"Male";5;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";55;47647;28964.0;22462.0;103053;"2014-03-12";20;13.01852;62;2;0.63512;51181;6
1133;"2007-05-04";"2008-12-20";"Male";4;"Fanyu";"Guangdong";"CN";43.0;"2014-03-31";30;30649;19473.0;13504.0;57570;"2014-03-16";16;23.58621;94;1;0.67611;30649;1
1159;"2007-05-28";"2007-07-28";"Male";6;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";110;103985;26253.0;80618.0;172640;"2014-03-31";1;6.51376;55;1;0.69303;134862;8
1162;"2007-06-02";"2008-03-07";"Male";4;"Shenzhen";"Guangdong";"CN";47.0;"2014-03-31";52;27792;27888.0;9741.0;62875;"2013-11-30";123;11.80392;74;0;0.61801;29592;5
1164;"2007-06-01";"2007-07-25";"Male";5;"";"Beijing";"CN";41.0;"2014-03-31";24;29254;8928.0;18788.0;36059;"2014-02-24";37;30.17391;142;0;0.87408;30340;1
1167;"2007-06-13";"2007-06-14";"Female";5;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";43;42018;12084.0;29027.0;48076;"2014-03-31";1;16.7619;182;1;0.8623;45501;15
1172;"2007-06-21";"2007-11-03";"Male";5;"Foshan";"Guangdong";"CN";46.0;"2014-03-31";18;42252;39734.0;1536.0;31477;"2013-08-14";231;28.70588;257;6;1.43693;42431;8
1178;"2007-05-26";"2008-05-23";"Male";5;"Guangzhou";"Guangdong";"CN";61.0;"2014-03-31";24;35758;22331.0;11652.0;43139;"2014-03-31";1;27.0;204;0;0.87473;41555;22
1189;"2007-06-20";"2007-06-20";"Female";5;"";"Beijing";"CN";53.0;"2014-03-31";27;21577;19802.0;6708.0;50596;"2014-02-23";38;26.15385;158;2;0.60662;21577;3
1191;"2007-06-18";"2012-08-13";"Male";6;"Changsha";"Hunan";"CN";50.0;"2014-03-31";43;64493;22750.0;35069.0;53080;"2014-03-26";6;14.07143;66;0;1.23716;66604;0
1193;"2007-06-11";"2007-12-27";"Male";5;"Changsha";"Hunan";"CN";39.0;"2014-03-31";36;42479;20854.0;16164.0;47466;"2014-03-29";3;20.42857;118;4;0.90826;42479;4
1194;"2007-06-15";"2007-08-10";"Male";4;"Shanghai";"Shanghai";"CN";51.0;"2014-03-31";28;27330;2228.0;16306.0;45067;"2014-03-21";11;24.96296;109;1;0.72978;30412;19
1196;"2007-06-10";"2008-10-08";"Male";5;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";43;31990;13686.0;20087.0;55163;"2014-03-14";18;16.0;77;4;0.64021;64942;40
1204;"2007-06-12";"2007-06-14";"Female";5;"Guangzhou";"Guangdong";"CN";38.0;"2014-03-31";61;85133;28249.0;43650.0;95828;"2014-03-20";12;11.81667;49;7;0.81648;102096;38
1206;"2007-06-17";"2008-03-26";"Male";5;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";42;25859;10173.0;18321.0;38219;"2014-03-11";21;17.02439;73;2;0.73221;26945;3
1209;"2007-08-03";"2007-11-12";"Male";5;"Beijing";"Beijing";"CN";46.0;"2014-03-31";41;56766;17984.0;32137.0;67470;"2014-03-04";28;13.475;44;2;0.84477;61593;3
1214;"2007-06-27";"2008-03-20";"Male";4;"Beijing";"Beijing";"CN";46.0;"2014-03-31";30;45799;32841.0;13213.0;39249;"2014-01-19";73;22.65517;180;0;1.25737;46175;1
1221;"2007-09-16";"2012-07-20";"Female";4;"Gardena";"California";"US";47.0;"2014-03-31";4;32568;12820.0;0.0;48928;"2012-10-18";531;30.0;44;0;0.725;32568;0
1225;"2007-10-12";"2011-03-06";"Male";4;"Rosemead";"Los angeles";"US";42.0;"2014-03-31";5;58684;13420.0;13500.0;50481;"2014-01-06";86;147.0;270;3;1.01523;58684;3
1230;"2007-10-30";"2009-09-01";"Male";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";41;28496;15683.0;14943.0;41836;"2014-03-15";17;17.7;80;1;0.73821;31580;5
1231;"2007-10-17";"2007-10-31";"Male";6;"Guangzhou";"Guangdong";"CN";46.0;"2014-03-31";104;79558;41424.0;42061.0;137698;"2014-03-26";6;6.87379;67;4;0.72175;105830;24
1249;"2007-03-25";"2008-08-24";"Female";4;"Shenzhen";"Guangdong";"CN";57.0;"2014-03-31";23;21718;14551.0;12003.0;40375;"2014-03-25";7;32.27273;188;1;0.70893;21718;1
1250;"2008-01-14";"2011-04-23";"Male";6;"Xian";"Shanxi";"CN";47.0;"2014-03-31";30;56010;2175.0;41324.0;42562;"2014-03-27";5;24.96552;364;0;1.39633;61606;1
1254;"2008-03-28";"2008-04-05";"Male";4;"Bowland heights";"California";"US";63.0;"2014-03-31";22;286164;69300.0;54764.0;234721;"2014-01-27";65;31.19048;102;6;1.02608;310002;8
1260;"2008-03-01";"2008-04-17";"Male";5;"Guangzhou";"Guangdong";"CN";55.0;"2014-03-31";103;84523;50490.0;48583.0;125149;"2014-03-26";6;7.07843;41;7;0.7469;95680;12
1272;"2008-04-12";"2008-04-12";"Male";4;"Lake forest";"California";"US";50.0;"2014-03-31";8;42264;9980.0;10886.0;54488;"2013-09-22";192;54.14286;303;0;0.83439;42264;0
1275;"2008-11-21";"2008-11-21";"Male";4;"Shamen";"Fujian";"CN";38.0;"2014-03-31";58;34438;17090.0;19645.0;58773;"2014-03-13";19;12.29825;48;3;0.68684;38376;6
1282;"2009-01-12";"2010-07-09";"Male";5;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";44;79294;48524.0;28679.0;67601;"2014-03-30";2;16.90698;110;5;1.23068;82323;8
1291;"2009-01-18";"2009-02-20";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";63;50755;21987.0;25896.0;72647;"2014-03-25";7;11.25806;80;3;0.78533;79929;14
1292;"2009-02-09";"2009-02-11";"Male";6;"Guangzhou";"Guangdong";"CN";57.0;"2014-03-31";25;29411;19533.0;9541.0;39752;"2014-02-20";41;28.70833;140;1;0.82926;31699;2
1294;"2009-02-09";"2010-07-18";"Male";6;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";105;108717;47407.0;58699.0;138593;"2014-03-28";4;6.98077;44;1;0.78887;136997;51
1340;"2009-09-22";"2010-04-11";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";59;53679;40351.0;21162.0;70841;"2014-03-22";10;12.34483;117;7;0.87658;66859;40
1359;"2010-01-13";"2010-02-11";"Male";6;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";103;92686;45754.0;86859.0;218087;"2014-03-31";1;7.03922;42;6;0.60232;169772;82
1375;"2010-03-17";"2010-04-01";"Male";5;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";35;31371;11152.0;20775.0;54390;"2014-02-28";33;20.26471;111;0;0.65687;61525;6
1379;"2009-11-19";"2010-03-07";"Male";4;"Shenzhen";"Guangdong";"CN";44.0;"2014-03-31";6;55830;19400.0;4400.0;73392;"2014-01-15";77;91.4;336;8;0.79333;55916;9
1382;"2010-03-25";"2010-04-04";"Male";4;"Guangzhou";"Guangdong";"CN";34.0;"2014-03-31";33;28081;5513.0;25354.0;50065;"2014-03-06";26;21.15625;114;0;0.69287;33986;2
1385;"2010-04-10";"2010-05-18";"Male";5;"Guangzhou";"Guangdong";"CN";33.0;"2014-03-31";33;27733;19846.0;11638.0;43286;"2014-03-31";1;22.125;174;1;0.77231;37490;33
1390;"2010-04-26";"2010-06-18";"Male";6;"Changchun";"Jilin";"CN";56.0;"2014-03-31";23;33615;10215.0;18324.0;27622;"2014-03-20";12;29.27273;157;3;1.34729;37172;6
1391;"2010-04-27";"2010-05-16";"Male";5;"Foshan";"Guangdong";"CN";37.0;"2014-03-31";60;42705;31383.0;19792.0;85903;"2014-03-21";11;12.01695;77;4;0.66856;48638;15
1417;"2010-06-09";"2010-06-09";"Female";4;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";12;37644;12922.0;7681.0;37623;"2014-02-07";54;61.27273;212;9;0.88745;37644;9
1419;"2010-08-15";"2010-08-15";"Male";4;"USA";"California";"US";57.0;"2014-03-31";7;20340;8249.0;4400.0;52058;"2013-12-04";119;93.66667;358;0;0.66006;20340;0
1420;"2010-09-08";"2010-09-19";"Male";4;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";32;21911;6952.0;20009.0;49853;"2014-03-31";1;21.12903;110;0;0.59653;21911;0
1431;"2010-09-24";"2012-07-25";"Male";5;"Chiba";"Chiba";"JP";44.0;"2014-03-31";49;29081;12134.0;25552.0;69786;"2014-03-17";15;12.52083;62;0;0.58704;34032;2
1454;"2010-11-22";"2010-11-29";"Male";4;"Zhangzhou";"Fujian";"CN";38.0;"2014-03-31";67;35852;23472.0;18711.0;50526;"2014-03-27";5;10.28788;41;0;0.79961;37640;0
1455;"2010-11-03";"2010-12-08";"Male";5;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";38;24050;15654.0;15481.0;51650;"2014-03-26";6;19.16216;70;4;0.63337;24696;4
1460;"2010-05-26";"2010-05-26";"Female";4;"";"Beijing";"CN";45.0;"2014-03-31";25;30123;17270.0;11468.0;31710;"2014-01-11";81;26.83333;124;0;0.96732;30123;2
1464;"2010-12-17";"2011-01-02";"Male";4;"Nanjing";"Jiangsu";"CN";38.0;"2014-03-31";19;40091;19945.0;6358.0;49281;"2014-01-21";71;31.83333;88;1;0.81193;40091;1
1500;"2011-05-11";"2011-08-04";"Female";4;"Dongguan";"Guangdong";"CN";36.0;"2014-03-31";20;23262;9082.0;12576.0;44200;"2014-02-05";56;35.26316;194;0;0.67812;25254;1
1502;"2011-05-20";"2011-05-29";"Male";6;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";107;62968;34797.0;29279.0;79501;"2014-03-28";4;6.85849;24;8;0.80127;106698;90
1506;"2011-05-22";"2011-07-08";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";58;38520;10075.0;32041.0;52705;"2014-03-31";1;12.77193;109;4;0.7684;45264;9
1515;"2011-06-13";"2011-08-23";"Male";4;"Kelamayi";"Xinjiang";"CN";41.0;"2014-03-31";21;28029;5545.0;22182.0;60607;"2014-02-01";60;29.25;150;0;0.59991;30000;1
1535;"2011-07-13";"2011-08-22";"Male";5;"";"Beijing";"CN";30.0;"2014-03-31";37;40271;14676.0;25815.0;54240;"2014-03-20";12;19.69444;87;1;0.81532;46167;18
1563;"2011-09-19";"2012-03-07";"Male";4;"Guangzhou";"Guangdong";"CN";30.0;"2014-03-31";25;45511;15179.0;35130.0;51205;"2014-03-28";4;29.16667;165;2;0.80512;55471;7
1567;"2011-09-10";"2012-08-26";"Female";4;"Paris";"Paris";"FR";48.0;"2014-03-31";5;30370;2700.0;12770.0;50680;"2014-02-16";45;134.75;302;0;0.682;30370;0
1612;"2012-01-06";"2012-05-11";"Male";4;"Shanghai";"Shanghai";"CN";44.0;"2014-03-31";37;34936;13932.0;9803.0;48135;"2014-03-14";18;18.69444;77;0;0.90702;35130;1
1620;"2012-01-17";"2012-01-17";"Female";4;"Guangzhou";"Guangzhou";"CN";33.0;"2014-03-31";31;24508;7980.0;19503.0;48318;"2014-02-13";48;21.06667;65;2;0.62327;28211;15
1642;"2012-02-20";"2012-02-20";"Male";4;"Shenzhen";"Guangdong";"CN";32.0;"2014-03-31";24;29354;6495.0;19684.0;42161;"2014-02-27";34;29.95652;313;4;0.80488;30434;6
1644;"2012-02-15";"2012-06-30";"Male";4;"Guyancourt";"Ile-de-france";"FR";54.0;"2014-03-31";8;35166;19820.0;1410.0;61184;"2013-04-25";342;42.71429;112;0;0.77635;35166;0
1656;"2012-03-07";"2012-03-09";"Female";4;"Qingdao";"Shandong";"CN";37.0;"2014-03-31";35;31252;24085.0;3951.0;43385;"2013-10-13";171;16.47059;116;1;0.82642;31252;1
1666;"2012-03-22";"2012-04-05";"Male";5;"Dalian";"Liaoning";"CN";35.0;"2014-03-31";40;38109;13519.0;21685.0;59185;"2014-03-25";7;18.46154;94;0;0.72346;52517;11
1670;"2012-03-24";"2012-07-16";"Male";4;"Guangzhou";"Guangdong";"CN";32.0;"2014-03-31";26;22506;11080.0;14474.0;46039;"2014-02-27";34;23.64;76;0;0.62389;24230;13
1687;"2012-04-24";"2012-04-30";"Male";5;"Guangzhou";"Guangdong";"CN";32.0;"2014-03-31";52;30786;20926.0;21218.0;53779;"2014-03-31";1;13.7451;105;4;0.69181;33137;4
1690;"2012-04-25";"2012-06-15";"Female";6;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";32;32383;21983.0;12802.0;52075;"2014-03-12";20;20.51613;94;0;0.75953;37730;3
1697;"2012-05-08";"2012-07-29";"Female";4;"Shanghai";"Shanghai";"CN";31.0;"2014-03-31";26;26580;8523.0;13339.0;39627;"2014-03-26";6;24.24;116;3;0.7047;38475;15
1699;"2012-05-09";"2012-06-02";"Male";4;"Shenzhen";"Guangdong";"CN";40.0;"2014-03-31";27;29276;8002.0;20732.0;45678;"2014-03-09";23;24.84615;143;1;0.75922;29276;1
1728;"2012-07-07";"2012-09-05";"Male";5;"Wulumuqi";"Xinjiang";"CN";34.0;"2014-03-31";34;45138;6574.0;30368.0;55105;"2014-03-19";13;17.0;73;0;0.85638;47890;2
1743;"2012-07-20";"2012-07-25";"Male";6;"Huadu";"Guangdong";"CN";44.0;"2014-03-31";45;23845;17268.0;14994.0;53726;"2014-03-25";7;13.84091;93;0;0.61593;28924;3
1758;"2012-08-03";"2012-08-19";"Male";4;"Nanning";"Guangxi";"CN";44.0;"2014-03-31";45;37784;25545.0;18320.0;66367;"2014-03-23";9;13.22727;83;1;0.72596;37784;1
1768;"2012-08-19";"2012-09-10";"Male";4;"Guangzhou";"Guangdong";"CN";41.0;"2014-03-31";28;30716;15215.0;15215.0;55076;"2014-01-31";61;18.81481;52;0;0.63929;30716;0
1771;"2012-08-22";"2012-10-06";"Male";5;"Guangzhou";"Guangdong";"CN";37.0;"2014-03-31";48;39912;11161.0;25112.0;75931;"2014-03-13";19;11.14894;48;1;0.67117;46662;11
1772;"2012-08-23";"2012-10-06";"Male";4;"Petaling jaya";"Selangor";"MY";37.0;"2014-03-31";32;34605;13942.0;14742.0;50162;"2014-02-27";34;16.41935;149;0;0.76172;34811;0
1792;"2012-09-11";"2012-10-31";"Male";5;"Guangzhou";"Guangdong";"CN";28.0;"2014-03-31";36;38090;8660.0;28515.0;48978;"2014-03-30";2;14.74286;66;2;0.81291;40633;2
1799;"2012-09-19";"2012-09-25";"Male";4;"Kaifeng";"Henan";"CN";39.0;"2014-03-31";40;31509;8613.0;26712.0;48230;"2014-03-21";11;13.92308;59;0;0.79869;33958;1
1801;"2010-09-07";"2010-09-07";"Male";6;"";"Beijing";"CN";52.0;"2014-03-31";13;84110;29655.0;30360.0;74307;"2014-01-30";62;53.91667;216;1;1.05401;93690;4
1816;"2012-10-12";"2012-12-27";"Male";4;"Pasadena";"California";"US";61.0;"2014-03-31";17;119314;19284.0;47976.0;104641;"2014-03-17";15;27.875;153;2;0.97831;130467;3
1824;"2012-10-19";"2012-10-30";"Female";5;"Dongguan";"Guangdong";"CN";40.0;"2014-03-31";60;41648;17098.0;34132.0;74825;"2014-03-27";5;8.71186;26;3;0.68583;46247;4
1841;"2012-11-05";"2013-01-09";"Male";5;"Guangzhou";"Guangdong";"CN";32.0;"2014-03-31";52;24527;3913.0;27377.0;43322;"2014-03-31";1;8.76471;55;0;0.67297;30642;11
1843;"2012-10-13";"2012-10-26";"Male";5;"Guangzhou";"Guangdong";"CN";63.0;"2014-03-31";36;104858;43700.0;65431.0;113253;"2014-03-30";2;14.88571;60;4;0.88643;121007;9
1875;"2012-12-07";"2013-01-13";"Male";6;"Shenzhen";"Guangdong";"CN";40.0;"2014-03-31";47;47155;10204.0;38112.0;64999;"2014-03-24";8;9.47826;84;0;0.8313;61786;5
1888;"2012-12-28";"2013-01-04";"Male";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";28;23487;10081.0;19167.0;50909;"2014-01-23";69;14.22222;56;0;0.63759;24908;0
1909;"2012-12-02";"2013-05-22";"Male";4;"Guangzhou";"Guangdong";"CN";44.0;"2014-03-31";6;23739;0.0;12940.0;62468;"2014-02-05";56;51.8;123;0;0.62924;23739;0
1938;"2013-02-06";"2013-05-16";"Female";4;"Wulumuqi";"Xinjiang";"CN";52.0;"2014-03-31";14;25599;0.0;21149.0;40630;"2014-02-19";42;21.46154;87;0;0.70467;27905;1
1943;"2013-02-08";"2013-03-19";"Male";4;"Shenzhen";"Guangdong";"CN";56.0;"2014-03-31";18;21845;2252.0;32530.0;46126;"2014-02-23";38;20.05882;79;0;0.7428;25331;4
1980;"2013-03-05";"2013-04-03";"Male";4;"Guangzhou";"Guangdong";"CN";27.0;"2014-03-31";3;34896;0.0;10000.0;36696;"2014-01-27";65;149.5;158;0;0.77667;34896;0
1994;"2013-03-25";"2013-03-25";"Male";4;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";4;40189;25000.0;0.0;42844;"2013-03-31";367;2.0;6;0;1.1358;40189;0
2001;"2004-11-11";"2004-11-27";"Female";6;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";12;181452;75100.0;53500.0;146784;"2014-03-23";9;65.09091;136;2;1.04667;195408;6
2003;"2004-11-08";"2004-11-08";"Female";5;"Guangzhou";"Guangdong";"CN";41.0;"2014-03-31";55;39138;20219.0;23562.0;57718;"2014-03-02";30;12.7963;93;1;0.75661;42584;2
2006;"2004-11-24";"2004-12-04";"Male";5;"Guangzhou";"Guangdong";"CN";45.0;"2014-03-31";90;141907;64227.0;50884.0;158149;"2014-03-21";11;7.82022;101;3;0.84319;189684;54
2007;"2004-11-25";"2005-04-19";"Male";6;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";85;151345;58008.0;71227.0;155704;"2014-03-29";3;8.63095;60;15;0.94617;182967;21
2010;"2004-11-26";"2005-02-13";"Male";6;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";100;156294;64331.0;72891.0;162250;"2014-03-28";4;7.32323;27;2;0.95227;234787;68
2012;"2004-11-26";"2007-02-02";"Male";6;"Shenzhen";"Guangdong";"CN";51.0;"2014-03-31";64;129600;48767.0;70429.0;97250;"2014-03-28";4;11.47619;51;15;1.42666;153682;22
2014;"2004-11-30";"2005-04-02";"Male";4;"Guangzhou";"Guangdong";"CN";53.0;"2014-03-31";58;30607;23054.0;18276.0;69197;"2014-02-06";55;11.59649;55;2;0.61968;31915;3
2016;"2004-12-01";"2005-01-13";"Male";5;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";62;40448;22948.0;25844.0;66309;"2014-03-20";12;11.60656;68;0;0.7218;42404;0
2018;"2004-11-17";"2004-11-17";"Male";4;"Guangzhou";"Guangdong";"CN";49.0;"2014-03-31";38;66734;28934.0;30217.0;124410;"2014-01-26";66;17.72973;51;3;0.67278;70001;12
2020;"2004-12-04";"2012-03-30";"Male";4;"Changsha";"Hunan";"CN";55.0;"2014-03-31";24;26238;12298.0;11527.0;32585;"2014-03-03";29;30.13043;134;0;0.85942;26238;0
2021;"2004-11-20";"2004-11-20";"Male";4;"Beijing";"Beijing";"CN";40.0;"2014-03-31";20;26797;13948.0;11711.0;36966;"2014-03-14";18;35.42105;114;5;0.77686;26797;7
2023;"2004-11-22";"2004-12-17";"Male";5;"";"Beijing";"CN";48.0;"2014-03-31";29;44950;19434.0;19086.0;42118;"2014-03-22";10;23.85714;130;0;1.10863;48804;2
2024;"2004-11-30";"2005-10-07";"Male";4;"Beijing";"Beijing";"CN";73.0;"2014-03-31";30;24241;13646.0;13256.0;49022;"2014-03-19";13;23.06897;78;1;0.59988;24241;1
2030;"2004-12-15";"2005-01-26";"Male";4;"Guangzhou";"Guangdong";"CN";36.0;"2014-03-31";48;41399;37903.0;5561.0;53921;"2013-09-30";184;11.55319;111;5;0.87668;55988;26
2035;"2004-12-24";"2005-03-03";"Male";5;"Guangzhou";"Guangdong";"CN";41.0;"2014-03-31";25;54253;14555.0;36533.0;71638;"2014-03-29";3;26.75;148;2;0.75341;64227;7
2045;"2004-12-30";"2005-08-05";"Female";4;"Zhuhaishi";"Guangdong";"CN";49.0;"2014-03-31";32;38233;15587.0;24541.0;74287;"2014-03-25";7;20.48387;71;0;0.69495;38733;1
2047;"2005-01-04";"2005-02-28";"Female";4;"Beijing";"Beijing";"CN";34.0;"2014-03-31";80;91750;44686.0;36066.0;117968;"2014-03-01";31;8.82278;57;3;0.78122;108712;12
2051;"2005-01-18";"2005-06-26";"Male";5;"Guangzhou";"Guangdong";"CN";38.0;"2014-03-31";95;87816;69840.0;23980.0;104659;"2014-02-27";34;7.39362;150;2;0.87833;97837;9
2068;"2005-01-08";"2005-03-07";"Male";6;"Shenzhen";"Guangdong";"CN";45.0;"2014-03-31";39;40506;9003.0;31452.0;66939;"2014-03-24";8;18.28947;92;0;0.70351;52531;1
2071;"2005-02-09";"2005-04-01";"Male";5;"Guangzhou";"Guangdong";"CN";68.0;"2014-03-31";75;41286;32333.0;23170.0;83606;"2014-03-28";4;9.82432;52;2;0.6373;46372;6
2076;"2005-02-10";"2005-02-10";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";47;30752;20102.0;17087.0;48769;"2014-03-13";19;15.13043;76;0;0.79512;57113;19
2078;"2005-02-12";"2005-06-15";"Male";4;"Shanghai";"Shanghai";"CN";55.0;"2014-03-31";29;28955;4280.0;10794.0;41065;"2014-03-21";11;25.28571;80;0;0.78641;28955;0
2079;"2005-02-25";"2005-05-04";"Male";4;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";33;34437;18938.0;12906.0;47941;"2014-03-10";22;21.78125;98;0;0.75716;50937;19
2080;"2005-02-26";"2005-04-18";"Male";5;"Wuhan";"Hubei";"CN";53.0;"2014-03-31";39;26327;9246.0;15517.0;39537;"2014-03-26";6;17.36842;77;0;0.72614;27552;0
2088;"2005-03-03";"2005-05-28";"Male";4;"Shenyang";"Liaoning";"CN";63.0;"2014-03-31";40;33395;18008.0;15368.0;62167;"2014-01-26";66;17.02564;83;0;0.67549;34895;1
2090;"2005-03-09";"2005-04-16";"Male";4;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";35;37621;19903.0;15190.0;53828;"2014-01-24";68;19.26471;105;1;0.74368;38966;2
2104;"2005-03-20";"2005-04-11";"Male";6;"Guangzhou";"Guangdong";"CN";47.0;"2014-03-31";67;118790;44102.0;66668.0;119347;"2014-03-30";2;10.98485;64;0;1.04668;134417;5
2110;"2005-03-16";"2007-09-22";"Male";5;"Beijing";"Beijing";"CN";41.0;"2014-03-31";46;93889;64995.0;25788.0;71622;"2014-02-20";41;14.88889;90;0;1.3652;96427;4
2115;"2005-03-17";"2005-03-17";"Male";6;"Shantou";"Guangdong";"CN";54.0;"2014-03-31";139;87275;38932.0;60736.0;129859;"2014-03-31";1;5.28986;56;4;0.7038;159864;60
2116;"2005-03-29";"2007-08-17";"Male";5;"Guangzhou";"Guangdong";"CN";43.0;"2014-03-31";49;40521;16716.0;27743.0;62426;"2014-03-28";4;14.85417;39;5;0.75032;42981;6
2119;"2005-03-23";"2005-05-04";"Male";4;"Guangzhou";"Guangdong";"CN";40.0;"2014-03-31";51;51262;28204.0;24433.0;69907;"2014-03-31";1;14.5;74;1;0.82981;52264;4
2125;"2005-04-07";"2005-06-22";"Male";5;"Guangzhou";"Guangdong";"CN";48.0;"2014-03-31";43;42234;24433.0;23313.0;65623;"2014-03-25";7;15.7381;68;0;0.74954;45640;1
2129;"2005-04-06";"2005-04-27";"Male";6;"Zhengzhoushi";"Henan";"CN";42.0;"2014-03-31";136;113254;38680.0;74796.0;145540;"2014-03-27";5;5.31111;102;9;0.82433;138865;13
2137;"2005-04-11";"2005-05-03";"Male";6;"Guangzhou";"Guangdong";"CN";69.0;"2014-03-31";131;199716;86875.0;89532.0;220948;"2014-03-16";16;5.49231;50;14;0.94488;234826;20
2142;"2005-04-21";"2005-05-24";"Male";4;"Dongtai";"Jiangsu";"CN";49.0;"2014-03-31";29;24536;10684.0;9621.0;34210;"2014-03-17";15;25.42857;110;0;0.82385;24536;0
2149;"2005-04-16";"2005-05-21";"Male";5;"Guangzhou";"Guangdong";"CN";42.0;"2014-03-31";113;63060;40666.0;41874.0;147384;"2014-03-25";7;6.39286;35;5;0.5892;103861;54
2153;"2005-04-27";"2006-03-14";"Male";4;"Guangzhou";"Guangdong";"CN";35.0;"2014-03-31";26;26477;20292.0;6453.0;41156;"2013-10-06";178;18.96;59;4;0.73955;35542;34
2155;"2005-04-29";"2005-06-20";"Male";5;"Beijing";"Beijing";"CN";64.0;"2014-03-31";49;79640;41465.0;31161.0;82626;"2014-03-23";9;14.83333;110;0;1.01942;82102;2
2157;"2005-04-16";"2005-06-16";"Male";4;"Foshan";"Guangdong";"CN";42.0;"2014-03-31";24;24413;25691.0;566.0;56658;"2014-01-19";73;28.3913;367;0;0.6186;24413;0
2161;"2005-05-07";"2005-06-10";"Male";4;"Beijing";"Beijing";"CN";67.0;"2014-03-31";33;21574;17369.0;7415.0;43828;"2014-01-18";74;20.125;62;2;0.65143;23244;14
2164;"2005-05-06";"2005-06-14";"Male";4;"Guangzhou";"Guangdong";"CN";51.0;"2014-03-31";41;24865;13109.0;18913.0;49208;"2014-03-20";12;17.525;102;3;0.66375;25250;3
2165;"2005-04-21";"2005-04-27";"Male";6;"Wuhan";"Hubei";"CN";46.0;"2014-03-31";72;40385;13757.0;22935.0;64752;"2014-03-30";2;9.92958;70;3;0.68746;47595;10
2168;"2005-05-04";"2009-10-16";"Male";5;"";"Beijing";"CN";48.0;"2014-03-31";28;51429;20256.0;22713.0;91701;"2014-03-30";2;26.14815;133;0;0.6968;51429;0
2175;"2005-05-12";"2005-06-07";"Male";4;"Guangzhou";"Guangdong";"CN";36.0;"2014-03-31";88;45308;34732.0;21392.0;58884;"2013-08-28";217;5.71264;53;2;0.91621;50470;6
2182;"2005-05-06";"2006-06-10";"Male";5;"Wuhan";"Hubei";"CN";49.0;"2014-03-31";47;62268;27321.0;39309.0;69445;"2014-03-26";6;15.67391;74;0;1.02758;65578;1
2194;"2005-06-04";"2005-06-29";"Male";5;"Guangzhou";"Guangdong";"CN";39.0;"2014-03-31";41;38555;17303.0;22503.0;57861;"2014-03-23";9;17.0;65;4;0.72328;59063;9
2196;"2005-05-20";"2005-07-11";"Male";6;"Shantou";"Guangdong";"CN";68.0;"2014-03-31";124;115890;73591.0;59304.0;113615;"2014-03-29";3;5.85366;29;0;1.07019;130909;4
2205;"2005-06-15";"2005-07-19";"Male";5;"Zhongshan";"Guangdong";"CN";53.0;"2014-03-31";69;38314;27888.0;18546.0;53834;"2014-03-23";9;10.60294;69;1;0.79433;50893;9
2211;"2005-06-19";"2005-07-16";"Male";6;"Shenzhen";"Guangdong";"CN";47.0;"2014-03-31";29;51823;26948.0;22000.0;41143;"2014-03-27";5;25.85714;95;2;1.40125;54024;4
